蔡依林,蔡依林,中文名
蔡依林,Jolin Tsai(英),外文名
蔡依林,채의림(韩),外文名
蔡依林,ツァイ・イーリン(日),外文名
蔡依林,โจลิน ไซ(泰),外文名
蔡依林,蔡依翎(本名),别名
蔡依林,蔡宜凌(曾用名),别名
蔡依林,小阿姨,别名
蔡依林,公主,别名
蔡依林,中国,国籍
蔡依林,汉族(1/4巴布拉族),民族
蔡依林,中国台湾省新北市新庄区,出生地
蔡依林,1980年9月15日(农历八月初七),出生日期
蔡依林,处女座,星座
蔡依林,A型,血型
蔡依林,156 cm,身高
蔡依林,42 kg,体重
蔡依林,台湾辅仁大学,毕业院校
蔡依林,歌手,职业
蔡依林,舞者,职业
蔡依林,服装设计师,职业
蔡依林,蔡依林工作室,经纪公司
蔡依林,大艺术家,代表作品
蔡依林,Play 我呸,代表作品
蔡依林,玫瑰少年,代表作品
蔡依林,说爱你,代表作品
蔡依林,日不落,代表作品
蔡依林,舞娘,代表作品
蔡依林,倒带,代表作品
蔡依林,美人计,代表作品
蔡依林,怪美的,代表作品
蔡依林,看我72变,代表作品
蔡依林,爱情36计,代表作品
蔡依林,野蛮游戏,代表作品
蔡依林,我知道你很难过,代表作品
蔡依林,天空,代表作品
蔡依林,花蝴蝶,代表作品
蔡依林,Love Love Love,代表作品
蔡依林,I'm Not Yours,代表作品
蔡依林,台湾金曲奖最佳国语女歌手奖,主要成就
蔡依林,获得台湾金曲奖最佳国语专辑奖 ,主要成就
蔡依林,获得台湾金曲奖年度专辑奖 ,主要成就
蔡依林,三次获得台湾金曲奖年度歌曲奖 ,主要成就
蔡依林,HITO流行音乐奖最受欢迎女歌手奖,主要成就
蔡依林,台湾金曲奖最佳国语女歌手奖,主要成就
蔡依林,获得台湾金曲奖最佳国语专辑奖 ,主要成就
蔡依林,获得台湾金曲奖年度专辑奖 ,主要成就
蔡依林,三次获得台湾金曲奖年度歌曲奖 ,主要成就
蔡依林,HITO流行音乐奖最受欢迎女歌手奖,主要成就
蔡依林,CCTV-MTV音乐盛典最佳女歌手奖,主要成就
蔡依林,CCTV-MTV音乐盛典最受欢迎女歌手奖,主要成就
蔡依林,MusicRadio中国TOP排行榜最佳女歌手奖,主要成就
蔡依林,MusicRadio中国TOP排行榜最受欢迎女歌手奖,主要成就
蔡依林,全球流行音乐金榜最佳女歌手奖,主要成就
蔡依林,中国歌曲排行榜最受欢迎女歌手奖,主要成就
蔡依林,MTV亚洲大奖时尚奖(首位华人得主),主要成就
蔡依林,全球华语榜中榜最受欢迎女歌手奖,主要成就
蔡依林,全球华语榜中榜亚洲最具影响力歌手奖,主要成就
蔡依林,十大中文金曲最受欢迎女歌手奖,主要成就
蔡依林,全球华语歌曲排行榜最受欢迎女歌手奖,主要成就
蔡依林,中国原创音乐流行榜最佳女歌手奖,主要成就
蔡依林,MTV全球华语音乐盛典最受欢迎女歌手奖,主要成就
蔡依林,新加坡金曲奖最受欢迎女歌手奖,主要成就
蔡依林,MTV音乐录影带大奖台湾地区观众选择奖,主要成就
蔡依林,台湾金曲奖最佳国语女歌手奖,主要成就
蔡依林,获得台湾金曲奖最佳国语专辑奖 ,主要成就
蔡依林,获得台湾金曲奖年度专辑奖 ,主要成就
蔡依林,三次获得台湾金曲奖年度歌曲奖 ,主要成就
蔡依林,HITO流行音乐奖最受欢迎女歌手奖,主要成就
蔡依林,CCTV-MTV音乐盛典最佳女歌手奖,主要成就
蔡依林,CCTV-MTV音乐盛典最受欢迎女歌手奖,主要成就
蔡依林,MusicRadio中国TOP排行榜最佳女歌手奖,主要成就
蔡依林,MusicRadio中国TOP排行榜最受欢迎女歌手奖,主要成就
蔡依林,全球流行音乐金榜最佳女歌手奖,主要成就
蔡依林,中国歌曲排行榜最受欢迎女歌手奖,主要成就
蔡依林,MTV亚洲大奖时尚奖(首位华人得主),主要成就
蔡依林,全球华语榜中榜最受欢迎女歌手奖,主要成就
蔡依林,全球华语榜中榜亚洲最具影响力歌手奖,主要成就
蔡依林,十大中文金曲最受欢迎女歌手奖,主要成就
蔡依林,全球华语歌曲排行榜最受欢迎女歌手奖,主要成就
蔡依林,中国原创音乐流行榜最佳女歌手奖,主要成就
蔡依林,MTV全球华语音乐盛典最受欢迎女歌手奖,主要成就
蔡依林,新加坡金曲奖最受欢迎女歌手奖,主要成就
蔡依林,MTV音乐录影带大奖台湾地区观众选择奖,主要成就
蔡依林,索尼唱片,唱片公司
蔡依林,猴,生肖
蔡依林,500万（台湾）2300万（全球）,唱片销量
